No.,Respiration_data_type,Study_number_in_SRDB,Authors,Title,Source,Volume,Issue,BP,EP,PubYear,Notes,Citations,DE,DLD,DOI,nonEnglish,Rank,SearchDate,SearchTerm,TF,UT,SN,Copy,DLD_count,DE_count,
600,Rs,9151,"Pumpanen, Jukka; Kulmala, Liisa; Linden, Aki; Kolari, Pasi; Nikinmaa, Eero; Hari, Pertti",Seasonal dynamics of autotrophic respiration in boreal forest soil estimated by continuous chamber measurements,BOREAL ENVIRONMENT RESEARCH,20,5,637,650,2015,,,Y,Y,,N,1,1/13/2017,,,WOS:000364258600005,1239-6095,,3562,3500,
601,"Rs,Ra,Rh",9177,"Tang, Xiaolu; Fan, Shaohui; Qi, Lianghua; Guan, Fengying; Cai, Chunju; Du, Manyi",Soil respiration and carbon balance in a Moso bamboo (Phyllostachys heterocycla (Carr.) Mitford cv. Pubescens) forest in subtropical China,IFOREST-BIOGEOSCIENCES AND FORESTRY,8,,606,614,2015,,,Y,Y,10.3832/ifor1360-007,N,1,1/13/2017,,,WOS:000366405300002,1971-7458,,3571,3509,
602,"Rs,Ra,Rh",9324,"Zhang, Xiang; Zhang, Yiping; Sha, Liqing; Wu, Chuansheng; Tan, Zhenghong; Song, Qinghai; Liu, Yuntong; Dong, Liyuan",Effects of continuous drought stress on soil respiration in a tropical rainforest in southwest China,PLANT AND SOIL,394,1月2日,343,353,2015,,,Y,Y,10.1007/s11104-015-2523-4,N,2,1/13/2017,,,WOS:000360644200025,0032-079X,,3613,3551,
603,Rs,9366,"Xu, Zhenfeng; Zhou, Feifei; Yin, Huajun; Liu, Qing","Winter soil CO2 efflux in two contrasting forest ecosystems on the eastern Tibetan Plateau, China",JOURNAL OF FORESTRY RESEARCH,26,3,679,686,2015,,,Y,Y,10.1007/s11676-015-0120-2,N,1,1/13/2017,,,WOS:000358612800016,1007-662X,,3625,3563,
604,Rs,9372,"Chen, Yaping; Chen, Guangcheng; Ye, Yong",Coastal vegetation invasion increases greenhouse gas emission from wetland soils but also increases soil carbon accumulation,SCIENCE OF THE TOTAL ENVIRONMENT,526,,19,28,2015,,,Y,Y,10.1016/j.scitotenv.2015.04.077,N,2,1/13/2017,,,WOS:000356224100003,0048-9697,,3628,3566,
605,Rs,9387,"Kellman, Lisa; Myette, Amy; Beltrami, Hugo",Depth-Dependent Mineral Soil CO2 Production Processes: Sensitivity to Harvesting-Induced Changes in Soil Climate,PLOS ONE,10,8,,,2015,,,Y,Y,10.1371/journal.pone.0134171,N,2,1/13/2017,,,WOS:000359353300021,1932-6203,,3638,3575,
606,Rs,9421,"Qin, L.; Lv, G. H.; He, X. M.; Yang, J. J.; Wang, H. L.; Zhang, X. N.; Ma, H. Y.",Winter soil CO2 efflux and its contribution to annual soil respiration in different ecosystems of Ebinur Lake Area,EURASIAN SOIL SCIENCE,48,8,871,880,2015,,,Y,Y,10.1134/S1064229315080050,N,1,1/13/2017,,,WOS:000358782700010,1064-2293,,3644,3581,
607,Rs,9455,"Bu, Nai-Shun; Qu, Jun-Feng; Li, Gang; Zhao, Bin; Zhang, Rong-Juan; Fang, Chang-Ming",Reclamation of coastal salt marshes promoted carbon loss from previously-sequestered soil carbon pool,ECOLOGICAL ENGINEERING,81,,335,339,2015,,,Y,Y,10.1016/j.ecoleng.2015.04.051,N,2,1/13/2017,,,WOS:000355672800041,0925-8574,,3653,3590,
608,Rs,9501,"Wang, J. J.; Lai, L. M.; Zhao, X. C.; Jiang, L. H.; Wang, Y. J.; Zhou, J. H.; Wang, F.; Zhang, C.; Zheng, Y. R.",Litter priming and trenching greatly affect soil respiration in a mature subtropical evergreen broadleaf forest in Southwestern China,CONTEMPORARY PROBLEMS OF ECOLOGY,8,4,486,494,2015,,,Y,Y,10.1134/S1995425515040150,N,2,1/13/2017,,,WOS:000359952200010,1995-4255,,3673,3610,
609,"Rs,Ra,Rh",9563,"Fang, Xiong; Zhao, Liang; Zhou, Guoyi; Huang, Wenjuan; Liu, Juxiu",Increased litter input increases litter decomposition and soil respiration but has minor effects on soil organic carbon in subtropical forests,PLANT AND SOIL,392,1月2日,139,153,2015,,,Y,Y,10.1007/s11104-015-2450-4,N,1,1/13/2017,,,WOS:000355152300012,0032-079X,,3685,3622,
610,Rs,9674,"Liu, Qing; Zhao, Chunzhang; Cheng, Xinying; Yin, Huajun","Soil respiration and carbon pools across a range of spruce stand ages, Eastern Tibetan Plateau",SOIL SCIENCE AND PLANT NUTRITION,61,3,440,449,2015,,1st Conference on Desertification and Land Degradation (DesertLand I),Y,Y,10.1080/00380768.2014.996114,N,1,1/13/2017,,,WOS:000356951200009,0038-0768,,3711,3647,
611,"Rs,Ra,Rh",9798,"Sakabe, Ayaka; Kosugi, Yoshiko; Takahashi, Kenshi; Itoh, Masayuki; Kanazawa, Akito; Makita, Naoki; Ataka, Mioko",One year of continuous measurements of soil CH4 and CO2 fluxes in a Japanese cypress forest: Temporal and spatial variations associated with Asian monsoon rainfall,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,120,4,585,599,2015,,,Y,Y,10.1002/2014JG002851,N,1,1/13/2017,,,WOS:000354558200001,2169-8953,,3742,3675,
612,Rs,9835,"Cartwright, Jennifer; Hui, Dafeng",Soil respiration patterns and controls in limestone cedar glades,PLANT AND SOIL,389,1月2日,157,169,2015,,,Y,Y,10.1007/s11104-014-2348-6,N,2,1/13/2017,,,WOS:000352153600012,0032-079X,,3754,3687,
613,Rs,9841,"Stielstra, Clare M.; Lohse, Kathleen A.; Chorover, Jon; McIntosh, Jennifer C.; Barron-Gafford, Greg A.; Perdrial, Julia N.; Litvak, Marcy; Barnard, Holly R.; Brooks, Paul D.",Climatic and landscape influences on soil moisture are primary determinants of soil carbon fluxes in seasonally snow-covered forest ecosystems,BIOGEOCHEMISTRY,123,3,447,465,2015,,,Y,Y,10.1007/s10533-015-0078-3,N,1,1/13/2017,,,WOS:000351599700009,0168-2563,,3758,3691,
614,Rs,9844,"Varik, Mats; Kukuemaegi, Mai; Aosaar, Juergen; Becker, Hardo; Ostonen, Ivika; Lohmus, Krista; Uri, Veiko",Carbon budgets in fertile silver birch (Betula pendula Roth) chronosequence stands,ECOLOGICAL ENGINEERING,77,,284,296,2015,,,Y,Y,10.1016/j.ecoleng.2015.01.041,N,1,1/13/2017,,,WOS:000351705100035,0925-8574,,3759,3692,
615,"Rs,Ra,Rh",9857,"Uribe, C.; Inclan, R.; Hernando, L.; Roman, M.; Clavero, M. A.; Roig, S.; Van Miegroet, H.","Grazing, tilling and canopy effects on carbon dioxide fluxes in a Spanish dehesa",AGROFORESTRY SYSTEMS,89,2,305,318,2015,,,Y,Y,10.1007/s10457-014-9767-5,N,1,1/13/2017,,,WOS:000351195300009,0167-4366,,3765,3698,
616,Rs,9881,"Bu, Naishun; Qu, Junfeng; Li, Zhaolei; Li, Gang; Zhao, Hua; Zhao, Bin; Li, Bo; Chen, Jiakuan; Fang, Changming","Effects of Spartina alterniflora Invasion on Soil Respiration in the Yangtze River Estuary, China",PLOS ONE,10,3,,,2015,,,Y,Y,10.1371/journal.pone.0121571,N,2,1/13/2017,,,WOS:000351987300271,1932-6203,,3773,3706,
617,Rs,9927,"Matsushita, Kayo; Tomotsune, Mitsutoshi; Sakamaki, Yoshiaki; Koizumi, Hiroshi",Effects of management treatments on the carbon cycle of a cool-temperate broad-leaved deciduous forest and its potential as a bioenergy source,ECOLOGICAL RESEARCH,30,2,293,302,2015,,,Y,Y,10.1007/s11284-014-1234-2,N,2,1/13/2017,,,WOS:000351545400009,0912-3814,,3781,3714,
618,"Rs,Ra,Rh",9928,"Kishimoto-Mo, Ayaka Wenhong; Yonemura, Seiichiro; Uchida, Masaki; Kondo, Miyuki; Murayama, Shohei; Koizumi, Hiroshi",Contribution of soil moisture to seasonal and annual variations of soil CO2 efflux in a humid cool-temperate oak-birch forest in central Japan,ECOLOGICAL RESEARCH,30,2,311,325,2015,,,Y,Y,10.1007/s11284-015-1254-6,N,1,1/13/2017,,,WOS:000351545400011,0912-3814,,3782,3715,
619,Rs,9989,"Jacinthe, P. A.",Carbon dioxide and methane fluxes in variably-flooded riparian forests,GEODERMA,241,,41,50,2015,,,Y,Y,10.1016/j.geoderma.2014.10.013,N,1,1/13/2017,,,WOS:000348083700005,0016-7061,,3798,3729,
620,Rs,10001,"Fest, Benedikt J.; Livesley, Stephen J.; von Fischer, Joseph C.; Arndt, Stefan K.",Repeated fuel reduction burns have little long-term impact on soil greenhouse gas exchange in a dry sclerophyll eucalypt forest,AGRICULTURAL AND FOREST METEOROLOGY,201,,17,25,2015,,,Y,Y,10.1016/j.agrformet.2014.11.006,N,1,1/13/2017,,,WOS:000347863900003,0168-1923,,3801,3732,
621,"Ra,Rh",10001,"Fest, Benedikt J.; Livesley, Stephen J.; von Fischer, Joseph C.; Arndt, Stefan K.",Repeated fuel reduction burns have little long-term impact on soil greenhouse gas exchange in a dry sclerophyll eucalypt forest,AGRICULTURAL AND FOREST METEOROLOGY,201,,17,25,2015,,,Y,Y,10.1016/j.agrformet.2014.11.006,N,1,1/13/2017,,,WOS:000347863900003,0168-1923,,3801,3732,
622,Rs,10006,"Yu, Lei; Wang, Yujie; Wang, Yunqi; Sun, Suqi; Liu, Liziyuan","Quantifying Components of Soil Respiration and Their Response to Abiotic Factors in Two Typical Subtropical Forest Stands, Southwest China",PLOS ONE,10,2,,,2015,,,Y,Y,10.1371/journal.pone.0117490,N,1,1/13/2017,,,WOS:000350682600068,1932-6203,,3804,3735,
623,Rs,10031,"Wang, Ming; Liu, Xingtu; Zhang, Jitao; Li, Xiujun; Wang, Guodong; Li, Xiaoyu; Chen, Weiwei","Soil respiration associated with plant succession at the meadow steppes in Songnen Plain, Northeast China",JOURNAL OF PLANT ECOLOGY,8,1,51,60,2015,,,Y,Y,10.1093/jpe/rtu006,N,1,1/13/2017,,,WOS:000350242200006,1752-9921,,3810,3741,
624,Rs,10041,"de Gerenyu, V. O. Lopes; Anichkin, A. E.; Avilov, V. K.; Kuznetsov, A. N.; Kurganova, I. N.",Termites as a factor of spatial differentiation of CO2 fluxes from the soils of monsoon tropical forests in southern Vietnam,EURASIAN SOIL SCIENCE,48,2,208,217,2015,,,Y,Y,10.1134/S1064229315020088,N,2,1/13/2017,,,WOS:000349414500011,1064-2293,,3814,3745,
625,Rs,10066,"Dominguez, Maria T.; Sowerby, Alwyn; Smith, Andrew R.; Robinson, David A.; Van Baarsel, Susie; Mills, Rob T. E.; Marshall, Miles R.; Koller, Eva; Lebron, Inma; Hall, Jane; Emmett, Bridget A.",Sustained impact of drought on wet shrublands mediated by soil physical changes,BIOGEOCHEMISTRY,122,2月3日,151,163,2015,,,Y,Y,10.1007/s10533-014-0059-y,N,2,1/13/2017,,,WOS:000348340100001,0168-2563,,3827,3757,
626,Rs,10074,"Gahagan, Adam; Giardina, Christian P.; King, John S.; Binkley, Dan; Pregitzer, Kurt S.; Burton, Andrew J.","Carbon fluxes, storage and harvest removals through 60 years of stand development in red pine plantations and mixed hardwood stands in Northern Michigan, USA",FOREST ECOLOGY AND MANAGEMENT,337,,88,97,2015,,,Y,Y,10.1016/j.foreco.2014.10.037,N,2,1/13/2017,,,WOS:000348084200010,0378-1127,,3830,3760,
627,Rs,10087,"Chen, Shutao; Zhang, Xu; Liu, Yifan; Hu, Zhenghua; Shen, Xiaoshuai; Ren, Jingquan",Simulated acid rain changed the proportion of heterotrophic respiration in soil respiration in a subtropical secondary forest,APPLIED SOIL ECOLOGY,86,,148,157,2015,,,Y,Y,10.1016/j.apsoil.2014.10.013,N,1,1/13/2017,,,WOS:000345591600017,0929-1393,,3838,3768,
628,"Rs,Ra,Rh",10091,"Nyamadzawo, George; Wuta, Menas; Nyamangara, Justice; Rees, Robert M.; Smith, Jeffry L.",The effects of catena positions on greenhouse gas emissions along a seasonal wetland (dambo) transect in tropical Zimbabwe,ARCHIVES OF AGRONOMY AND SOIL SCIENCE,61,2,203,221,2015,,,Y,Y,10.1080/03650340.2014.926332,N,2,1/13/2017,,,WOS:000344376200005,0365-0340,,3839,3769,
629,Rs,10104,"Hinko-Najera, Nina; Fest, Benedikt; Livesley, Stephen J.; Arndt, Stefan K.","Reduced throughfall decreases autotrophic respiration, but not heterotrophic respiration in a dry temperate broadleaved evergreen forest",AGRICULTURAL AND FOREST METEOROLOGY,200,,66,77,2015,,,Y,Y,10.1016/j.agrformet.2014.09.013,N,1,1/13/2017,,,WOS:000347582300007,0168-1923,,3841,3771,
630,"Rs,Ra,Rh",10106,"Fan, Zhaosheng; Neff, Jason C.; Hanan, Niall P.",Modeling pulsed soil respiration in an African savanna ecosystem,AGRICULTURAL AND FOREST METEOROLOGY,200,,282,292,2015,,,Y,Y,10.1016/j.agrformet.2014.10.009,N,1,1/13/2017,,,WOS:000347582300027,0168-1923,,3842,3772,
631,"Rs,Ra,Rh",10109,"Sakata, Rosnaeni; Shimada, Shuzoh; Arai, Hironori; Yoshioka, Naho; Yoshioka, Ryo; Aoki, Hiroshi; Kimoto, Narutoshi; Sakamoto, Atsushi; Melling, Lulie; Inubushi, Kazuyuki",Effect of soil types and nitrogen fertilizer on nitrous oxide and carbon dioxide emissions in oil palm plantations,SOIL SCIENCE AND PLANT NUTRITION,61,1,48,60,2015,,,Y,Y,10.1080/00380768.2014.960355,N,2,1/13/2017,,,WOS:000349076300004,0038-0768,,3844,3774,
632,Rs,10158,Wu Xiaogang; Yuan Jiajia; Ma Shengli; Feng Shuxiang; Zhang Xia; Hu Dan,Seasonal spatial pattern of soil respiration in a temperate urban forest in Beijing,URBAN FORESTRY & URBAN GREENING,14,4,1122,1130,2015,,,Y,Y,10.1016/j.ufug.2015.10.009,N,2,1/13/2017,,,WOS:000367639600041,1618-8667,,3851,3781,
633,Rs,10205,"Hassler, E.; Corre, M. D.; Tjoa, A.; Damris, M.; Utami, S. R.; Veldkamp, E.",Soil fertility controls soil-atmosphere carbon dioxide and methane fluxes in a tropical landscape converted from lowland forest to rubber and oil palm plantations,BIOGEOSCIENCES,12,19,5831,5852,2015,,,Y,Y,10.5194/bg-12-5831-2015,N,1,1/13/2017,,,WOS:000362972200017,1726-4170,,3858,3788,
634,Rs,10250,"Keidel, L.; Kammann, C.; Gruenhage, L.; Moser, G.; Mueller, C.",Positive feedback of elevated CO2 on soil respiration in late autumn and winter,BIOGEOSCIENCES,12,4,1257,1269,2015,,,Y,Y,10.5194/bg-12-1257-2015,N,2,1/13/2017,,,WOS:000358044200006,1726-4170,,3869,3799,
635,Rs,10266,"Zhang, Y. J.; Guo, S. L.; Zhao, M.; Du, L. L.; Li, R. J.; Jiang, J. S.; Wang, R.; Li, N. N.",Soil moisture influence on the interannual variation in temperature sensitivity of soil organic carbon mineralization in the Loess Plateau,BIOGEOSCIENCES,12,11,3655,3664,2015,,,Y,Y,10.5194/bg-12-3655-2015,N,1,1/13/2017,,,WOS:000356179800032,1726-4170,,3872,3802,
636,"Rs,Ra,Rh",10305,"Jilkova, Veronika; Picek, Tomas; Frouz, Jan",Seasonal changes in methane and carbon dioxide flux in wood ant (Formica aquilonia) nests and the surrounding forest soil,PEDOBIOLOGIA,58,1,7,12,2015,,,Y,Y,10.1016/j.pedobi.2014.12.001,N,2,1/13/2017,,,WOS:000351652200002,0031-4056,,3881,3810,
637,Rs,10322,"Batson, Jackie; Noe, Gregory B.; Hupp, Cliff R.; Krauss, Ken W.; Rybicki, Nancy B.; Schenk, Edward R.",Soil greenhouse gas emissions and carbon budgeting in a short-hydroperiod floodplain wetland,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,120,1,77,95,2015,,,Y,Y,10.1002/2014JG002817,N,2,1/13/2017,,,WOS:000349899200007,2169-8953,,3885,3814,
638,"Ra,Rh",10322,"Batson, Jackie; Noe, Gregory B.; Hupp, Cliff R.; Krauss, Ken W.; Rybicki, Nancy B.; Schenk, Edward R.",Soil greenhouse gas emissions and carbon budgeting in a short-hydroperiod floodplain wetland,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,120,1,77,95,2015,,,Y,Y,10.1002/2014JG002817,N,2,1/13/2017,,,WOS:000349899200007,2169-8953,,3885,3814,
639,Rs,10329,"Fenn, K.; Malhi, Y.; Morecroft, M.; Lloyd, C.; Thomas, M.",The Carbon Cycle of a Maritime Ancient Temperate Broadleaved Woodland at Seasonal and Annual Scales,ECOSYSTEMS,18,1,1,15,2015,,,Y,Y,10.1007/s10021-014-9793-1,N,2,1/13/2017,,,WOS:000349434400001,1432-9840,,3888,3817,
640,"Rs,Ra,Rh",10342,"Peng, F.; You, Q. G.; Xu, M. H.; Zhou, X. H.; Wang, T.; Guo, J.; Xue, X.",Effects of experimental warming on soil respiration and its components in an alpine meadow in the permafrost region of the Qinghai-Tibet Plateau,EUROPEAN JOURNAL OF SOIL SCIENCE,66,1,145,154,2015,,,Y,Y,10.1111/ejss.12187,N,2,1/13/2017,,,WOS:000348520600017,1351-0754,,3890,3819,
641,"Rs,Ra,Rh",10373,"Zhang, Yanjun; Guo, Shengli; Liu, Qingfang; Jiang, Jishao; Wang, Rui; Li, Nana",Responses of soil respiration to land use conversions in degraded ecosystem of the semi-arid Loess Plateau,ECOLOGICAL ENGINEERING,74,,196,205,2015,,,Y,Y,10.1016/j.ecoleng.2014.10.003,N,2,1/13/2017,,,WOS:000347582800023,0925-8574,,3898,3827,
642,Rs,10374,"Uri, Veiko; Aosaar, Juergen; Varik, Mats; Becker, Hardo; Kukumaegi, Mai; Ligi, Karli; Paern, Linnar; Kanal, Arno",Biomass resource and environmental effects of Norway spruce (Picea abies) stump harvesting: An Estonian case study,FOREST ECOLOGY AND MANAGEMENT,335,,207,215,2015,,,Y,Y,10.1016/j.foreco.2014.10.003,N,1,1/13/2017,,,WOS:000347739900019,0378-1127,,3899,3828,
643,"Rs,Ra,Rh",10383,"McMullen, Richard L.; Brye, Kristofor R.; Gbur, Edward E.",Soil Respiration as Affected by Long-Term Broiler Litter Application to a Udult in the Ozark Highlands,JOURNAL OF ENVIRONMENTAL QUALITY,44,1,115,126,2015,,,Y,Y,10.2134/jeq2014.05.0223,N,2,1/13/2017,,,WOS:000347836100013,0047-2425,,3902,3831,
644,"Rs,Ra,Rh",10404,"Reynolds, Lorien L.; Johnson, Bart R.; Pfeifer-Meister, Laurel; Bridgham, Scott D.",Soil respiration response to climate change in Pacific Northwest prairies is mediated by a regional Mediterranean climate gradient,GLOBAL CHANGE BIOLOGY,21,1,487,500,2015,,,Y,Y,10.1111/gcb.12732,N,1,1/13/2017,,,WOS:000346698100042,1354-1013,,3908,3837,
645,Rs,10443,"Rudzani A. Makhado, Robert J. Scholes","Determinants of soil respiration in a semi-arid savanna ecosystem, Kruger National Park, South Africa",Koedoe,53,1,,,2011,epule,,Y,Y,10.4102/koedoe.v53i1.1041,N,1,2/11/2017,,,,,,3918,3847,
646,Rs,10464,"Shi, Wei-Yu; Du, Sheng; Morina, Joseph C.; Guan, Jin-Hong; Wang, Kai-Bo; Ma, Ming-Guo; Yamanaka, Norikazu; Tateno, Ryunosuke",Physical and biogeochemical controls on soil respiration along a topographical gradient in a semiarid forest,AGRICULTURAL AND FOREST METEOROLOGY,247,,1,11,2017,,,Y,Y,10.1016/j.agrformet.2017.07.006,N,1,1/29/2018,soil respiration OR soil surface CO2 flux OR soil co2 evolution,,WOS:000416186700001,0168-1923,,3935,3864,
647,Rs,10466,"Teramoto, Munemasa; Liang, Naishen; Zeng, Jiye; Saigusa, Nobuko; Takahashi, Yoshiyuki",Long-term chamber measurements reveal strong impacts of soil temperature on seasonal and inter-annual variation in understory CO2 fluxes in a Japanese larch (Larix kaempferi Sarg.) forest,AGRICULTURAL AND FOREST METEOROLOGY,247,,194,206,2017,,,Y,Y,10.1016/j.agrformet.2017.07.024,N,1,1/29/2018,soil respiration OR soil surface CO2 flux OR soil co2 evolution,,WOS:000416186700018,0168-1923,,3937,3866,
648,Rs,10467,"Wang, Hui; Liu, Shirong; Wang, Jingxin; Li, Dejun; Shi, Zuomin; Liu, Yanchun; Xu, Jia; Hong, Pizheng; Yu, Haolong; Zhao, Zhang; Ming, Angang; Lu, Lihua; Cai, Daoxiong",Contrasting responses of heterotrophic and root-dependent respiration to soil warming in a subtropical plantation,AGRICULTURAL AND FOREST METEOROLOGY,247,,221,228,2017,,,Y,Y,10.1016/j.agrformet.2017.07.025,N,1,1/29/2018,soil respiration OR soil surface CO2 flux OR soil co2 evolution,,WOS:000416186700020,0168-1923,,3938,3867,
649,Rs,10470,"Miao, Guofang; Noormets, Asko; Domec, Jean-Christophe; Fuentes, Montserrat; Trettin, Carl C.; Sun, Ge; McNulty, Steve G.; King, John S.",Hydrology and microtopography control carbon dynamics in wetlands: Implications in partitioning ecosystem respiration in a coastal plain forested wetland,AGRICULTURAL AND FOREST METEOROLOGY,247,,343,355,2017,,,Y,Y,10.1016/j.agrformet.2017.08.022,N,2,1/29/2018,soil respiration OR soil surface CO2 flux OR soil co2 evolution,,WOS:000416186700032,0168-1923,,3939,3868,
650,Rs,10472,"Noh, Nam Jin; Kuribayashi, Masatoshi; Saitoh, Taku M.; Muraoka, Hiroyuki","Different responses of soil, heterotrophic and autotrophic respirations to a 4-year soil warming experiment in a cool-temperate deciduous broadleaved forest in central Japan",AGRICULTURAL AND FOREST METEOROLOGY,247,,560,570,2017,,,Y,Y,10.1016/j.agrformet.2017.09.002,N,1,1/29/2018,soil respiration OR soil surface CO2 flux OR soil co2 evolution,,WOS:000416186700052,0168-1923,,3940,3869,
651,Rs,10483,"Han, Hongyan; Du, Yue; Hui, Dafeng; Jiang, Lin; Zhong, Mingxing; Wan, Shiqiang",Long-term antagonistic effect of increased precipitation and nitrogen addition on soil respiration in a semiarid steppe,ECOLOGY AND EVOLUTION,7,24,10804,10814,2017,,,Y,Y,10.1002/ece3.3536,N,1,1/29/2018,soil respiration OR soil surface CO2 flux OR soil co2 evolution,,WOS:000418824800029,2045-7758,,3946,3874,
652,Rs,10487,"Wang, Qingkui; Yu, Youzhi; He, Tongxin; Wang, Yanping",Aboveground and belowground litter have equal contributions to soil CO2 emission: an evidence from a 4-year measurement in a subtropical forest,PLANT AND SOIL,421,1月2日,7,17,2017,,,Y,Y,10.1007/s11104-017-3422-7,N,1,1/29/2018,soil respiration OR soil surface CO2 flux OR soil co2 evolution,,WOS:000417721600002,0032-079X,,3948,3876,
653,Rs,10489,"Li, Guoyong; Mu, Junpeng; Liu, Yinzhan; Smith, Nicholas G.; Sun, Shucun",Effect of microtopography on soil respiration in an alpine meadow of the Qinghai-Tibetan plateau,PLANT AND SOIL,421,1月2日,147,155,2017,,,Y,Y,10.1007/s11104-017-3448-x,N,2,1/29/2018,soil respiration OR soil surface CO2 flux OR soil co2 evolution,,WOS:000417721600013,0032-079X,,3949,3877,
654,Rs,10491,"Lo Cascio, Mauro; Morillas, Lourdes; Ochoa-Hueso, Raul; Munzi, Silvana; Roales, Javier; Hasselquist, Niles J.; Manrique, Esteban; Spano, Donatella; Abou Jaoude, Renee; Mereu, Simone",Contrasting effects of nitrogen addition on soil respiration in two Mediterranean ecosystems,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,24,34,26160,26171,2017,,,Y,Y,10.1007/s11356-017-8852-5,N,2,1/29/2018,soil respiration OR soil surface CO2 flux OR soil co2 evolution,,WOS:000417372600002,0944-1344,,3951,3879,
655,Rs,10507,"Mayer, Mathias; Matthews, Bradley; Rosinger, Christoph; Sanden, Hans; Godbold, Douglas L.; Katzensteiner, Klaus",Tree regeneration retards decomposition in a temperate mountain soil after forest gap disturbance,SOIL BIOLOGY & BIOCHEMISTRY,115,,490,498,2017,,,Y,Y,10.1016/j.soilbio.2017.09.010,N,2,1/29/2018,soil respiration OR soil surface CO2 flux OR soil co2 evolution,,WOS:000414880000052,0038-0717,,3957,3885,Y
656,Rs,10518,"Huang, Yu-Hsuan; Hung, Chih-Yu; Lin, I-Rhy; Kume, Tomonori; Menyailo, Oleg V.; Cheng, Chih-Hsin","Soil respiration patterns and rates at three Taiwanese forest plantations: dependence on elevation, temperature, precipitation, and litterfall",BOTANICAL STUDIES,58,,,,2017,,,Y,Y,10.1186/s40529-017-0205-7,N,1,1/29/2018,soil respiration OR soil surface CO2 flux OR soil co2 evolution,,WOS:000415377600002,1999-3110,,3961,3889,
657,Rs,11752,"Chang, JG; Liu, SR; Shi, ZM; Chen, BY; Zhu XL.","Soil respiration and its components partitioning in the typical forest ecosystems at the transitional area from the northern subtropics to warm temperate, China. ",Acta Ecol. Sinica,27,5,1791,1802,2007,In Chinese with English abstract,,Y,Y,,Y,NA,,,,,,,4432,4352,
